Category,La Paz
Total_doses_administered,18801
Total_people_one_dose,9231
Total_people_complete,7611
total_pouluation,9231
Male-65 years and older,2503
Male-55-64 years,648
Male-45-54 years,334
Male-20-44 years,698
Male-Less than 20 years,392
Female-65 years and older,2489
Female-55-64 years,759
Female-45-54 years,386
Female-20-44 years,621
Female-Less than 20 years,382
"Black or African American, non-Hispanic",42
"Asian or Pacific Islander, non-Hispanic",93
"American Indian or Alaska Native, non-Hispanic",549
Other Race,1214
Hispanic or Latino,1381
Unknown,1908
"White, non-Hispanic",4044
