Category,Graham
Total_doses_administered,46599
Total_people_one_dose,21785
Total_people_complete,18941
total_pouluation,21785
Male-65 years and older,2440
Male-55-64 years,1610
Male-45-54 years,1465
Male-20-44 years,3669
Male-Less than 20 years,1318
Female-65 years and older,2946
Female-55-64 years,1748
Female-45-54 years,1431
Female-20-44 years,3711
Female-Less than 20 years,1435
"Asian or Pacific Islander, non-Hispanic",88
"Black or African American, non-Hispanic",97
Other Race,1320
Hispanic or Latino,3944
Unknown,4155
"American Indian or Alaska Native, non-Hispanic",5535
"White, non-Hispanic",6646
