Category,Maricopa
Total_doses_administered,5092476
Total_people_one_dose,2534989
Total_people_complete,2258295
total_pouluation,2534989
Male-65 years and older,278761
Male-55-64 years,183670
Male-45-54 years,177840
Male-20-44 years,422898
Male-Less than 20 years,125399
Female-65 years and older,348923
Female-55-64 years,207136
Female-45-54 years,193401
Female-20-44 years,453346
Female-Less than 20 years,129185
"American Indian or Alaska Native, non-Hispanic",48666
"Black or African American, non-Hispanic",97011
"Asian or Pacific Islander, non-Hispanic",126357
Unknown,166947
Hispanic or Latino,415647
Other Race,416479
"White, non-Hispanic",1263882
