Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,8708062,42798,182703,143967,39917,8376,50909,16234,5092476,166939,89001,469974,1405342,95112,221580,277388
Total_people_complete,405346,17037,80187,64808,18080,3666,22520,7336,2258295,74184,38797,214431,615688,43111,95981,123272
total_pouluation,7189020,23609,90361,74908,20096,4154,25229,8402,2534989,86208,45939,240461,691562,49631,112748,145283
Total_people_one_dose,4396370,23609,90361,74908,20096,4154,25229,8402,2534989,86208,45939,240461,691562,49631,112748,145283
Male-65 years and older,545730,2387,9148,10763,2352,503,5669,2301,278761,19970,7065,35652,89349,4488,24938,15263
Male-55-64 years,316974,1646,6160,5236,1550,370,2192,589,183670,7924,3429,17830,46637,3106,8872,9954
Male-45-54 years,286335,1264,5629,4079,1405,317,1226,311,177840,4111,2539,16323,40081,3250,4859,8849
Male-20-44 years,706573,2963,16556,11023,3459,763,2323,638,422898,7136,5454,36795,106987,8691,9791,26643
Male-Less than 20 years,218423,3278,5169,4147,933,163,626,290,125399,1565,3787,10641,35538,4278,2534,10183
Female-65 years and older,666917,2839,10343,12742,2842,506,6088,2343,348923,22350,7952,41209,115311,5405,30732,17749
Female-55-64 years,361547,1779,6979,6282,1694,315,2547,697,207136,9284,3944,20140,56019,3363,11286,10570
Female-45-54 years,309435,1291,5731,4581,1370,319,1370,357,193401,4656,2549,16607,45599,3498,5792,9716
Female-20-44 years,738104,2784,18863,11553,3453,732,2446,563,453346,7252,5298,33947,117486,8809,9955,25139
Female-Less than 20 years,226635,3370,5521,4403,1026,164,684,296,129185,1786,3887,10571,37111,4667,2841,10697
"Black or African American, non-Hispanic",132214,46,738,1482,86,44,87,36,97011,574,193,8703,15474,51,519,773
"Asian or Pacific Islander, non-Hispanic",166226,106,1482,1394,80,42,198,86,126357,1274,332,4860,20733,180,1334,1145
"American Indian or Alaska Native, non-Hispanic",177936,17369,21300,336,4960,111,2549,444,48666,678,19430,8793,14311,53,1359,1121
Unknown,401806,1067,13024,8705,3927,285,4548,1729,166947,11275,2042,28663,65751,2883,19564,27708
Other Race,642480,1027,8312,11405,1267,82,3955,1114,416479,13937,6098,30053,87190,3369,16573,16838
Hispanic or Latino,793371,512,6649,19700,3542,1863,1360,1240,415647,6680,2330,38323,161386,35950,7587,65761
"White, non-Hispanic",2082337,3482,38856,31886,6234,1727,12532,3753,1263882,51790,15514,121066,326717,7145,65812,31937
