Category,Coconino
Total_doses_administered,182703
Total_people_one_dose,90361
Total_people_complete,80187
total_pouluation,90361
Male-65 years and older,9148
Male-55-64 years,6160
Male-45-54 years,5629
Male-20-44 years,16556
Male-Less than 20 years,5169
Female-65 years and older,10343
Female-55-64 years,6979
Female-45-54 years,5731
Female-20-44 years,18863
Female-Less than 20 years,5521
"Black or African American, non-Hispanic",738
"Asian or Pacific Islander, non-Hispanic",1482
Hispanic or Latino,6649
Other Race,8312
Unknown,13024
"American Indian or Alaska Native, non-Hispanic",21300
"White, non-Hispanic",38856
