Category,Cochise
Total_doses_administered,143967
Total_people_one_dose,74908
Total_people_complete,64808
total_pouluation,74908
Male-65 years and older,10763
Male-55-64 years,5236
Male-45-54 years,4079
Male-20-44 years,11023
Male-Less than 20 years,4147
Female-65 years and older,12742
Female-55-64 years,6282
Female-45-54 years,4581
Female-20-44 years,11553
Female-Less than 20 years,4403
"American Indian or Alaska Native, non-Hispanic",336
"Asian or Pacific Islander, non-Hispanic",1394
"Black or African American, non-Hispanic",1482
Unknown,8705
Other Race,11405
Hispanic or Latino,19700
"White, non-Hispanic",31886
