Category,Cochise
Total_doses_administered,54547
Total_people_one_dose,36218
Total_people_complete,19849
Total_doses_ordered,50400
total_pouluation,130808
Male-65 years and older,8591
Male-55-64 years,3186
Male-45-54 years,1544
Male-20-44 years,2596
Male-Less than 20 years,124
Female-65 years and older,10158
Female-55-64 years,4152
Female-45-54 years,2215
Female-20-44 years,3490
Female-Less than 20 years,146
"American Indian or Alaska Native, non-Hispanic",0.0031448275862069
"Black or African American, non-Hispanic",0.0137103448275862
"Asian or Pacific Islander, non-Hispanic",0.0171310344827586
"Other Race, non-Hispanic",0.1548689655172414
Hispanic or Latino,0.1589517241379311
"Unknown, non-Hispanic",0.1723034482758621
"White, non-Hispanic",0.4798896551724138
