Category,Cochise
Total_doses_administered,105891
Total_people_one_dose,59550
Total_people_complete,51840
Total_doses_ordered,86280
total_pouluation,130808
Male-65 years and older,10216
Male-55-64 years,4852
Male-45-54 years,3329
Male-20-44 years,7856
Male-Less than 20 years,1595
Female-65 years and older,12120
Female-55-64 years,5864
Female-45-54 years,3950
Female-20-44 years,8011
Female-Less than 20 years,1670
"American Indian or Alaska Native, non-Hispanic",0.0048866498740554
"Black or African American, non-Hispanic",0.0184382871536524
"Asian or Pacific Islander, non-Hispanic",0.0199328295549958
Unknown,0.1339546599496222
Other Race,0.1594290512174643
Hispanic or Latino,0.2116708648194795
"White, non-Hispanic",0.4516876574307306
