Category,Coconino
Total_doses_administered,136617
Total_people_one_dose,74633
Total_people_complete,67381
Total_doses_ordered,95710
total_pouluation,147275
Male-65 years and older,7257
Male-55-64 years,5595
Male-45-54 years,4893
Male-20-44 years,14642
Male-Less than 20 years,2202
Female-65 years and older,8340
Female-55-64 years,6336
Female-45-54 years,5183
Female-20-44 years,17143
Female-Less than 20 years,2969
"Black or African American, non-Hispanic",0.0067128482038776
"Asian or Pacific Islander, non-Hispanic",0.0145244060938191
Hispanic or Latino,0.0635643750083743
Other Race,0.1186472471962805
"American Indian or Alaska Native, non-Hispanic",0.198370693928959
Unknown,0.215574879744885
"White, non-Hispanic",0.3826055498238045
