Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,7269137,33129,151756,121814,21967,8921,53271,17813,3087578,157274,77472,318175,955460,70676,191671,215804
Total_people_complete,3508536,12211,74851,60028,10782,4350,25971,8743,1517422,74574,37040,160466,475309,35402,91928,103505
Total_doses_ordered,5297970,16600,97448,90250,19640,10440,37330,19050,1616078,129340,41410,198708,617632,49212,169790,145058
total_pouluation,7189020,71808,147275,130808,38476,10375,55159,22085,4367835,216985,112825,455210,1044675,53161,232386,229957
Total_people_one_dose,3997452,18625,83499,68556,12366,5167,29472,9817,1766350,90531,43690,182660,537810,39703,110015,122934
Male-65 years and older,521135,1953,7803,10776,1671,561,5917,3149,182646,21695,6973,30049,73305,3618,24101,16014
Male-55-64 years,300764,1293,6075,5200,1012,617,2657,696,128545,8526,3614,13933,37092,2641,8595,8957
Male-45-54 years,262670,1017,5472,3827,897,528,1637,330,128051,4407,2551,12974,32139,3086,5014,7919
Male-20-44 years,623030,2480,16580,9841,2096,1109,3231,548,298217,7356,5384,30205,79226,7854,9790,22972
Male-Less than 20 years,164076,2499,3207,2715,427,99,763,149,82479,1320,3077,5891,21402,2586,2062,5372
Female-65 years and older,642511,2061,8896,12751,2107,533,6271,3049,236506,24206,7647,34464,96557,4389,30080,18117
Female-55-64 years,346021,1425,6806,6285,1160,426,2952,859,148058,9915,3876,14829,45721,2682,10986,9392
Female-45-54 years,287673,1015,5614,4384,807,384,1728,361,141901,4665,2574,11664,37799,2932,5852,8165
Female-20-44 years,657697,2283,19030,9890,1706,817,3353,487,323335,6850,4760,22144,90972,7246,9933,19912
Female-Less than 20 years,172387,2589,3933,2795,472,90,901,167,84801,1433,3200,5914,22650,2600,2290,5736
"Black or African American, non-Hispanic",109327,286,610,1283,74,47,99,30,68292,627,225,5232,10521,35,592,696
"American Indian or Alaska Native, non-Hispanic",118225,10813,17449,322,1046,97,5934,213,37268,936,15568,8758,11275,18,1104,1607
"Asian or Pacific Islander, non-Hispanic",149966,166,1255,1315,63,51,261,76,82047,1306,419,3276,13565,98,1436,744
Unknown,430253,1004,16998,9207,3936,468,5460,2659,173607,15245,2214,36833,84170,2346,27511,33642
Other Race,673490,1254,9676,10437,938,142,4893,1117,271098,16043,8358,19616,68312,2041,16861,10854
Hispanic or Latino,676750,1849,5916,16659,2034,2251,1348,1045,323991,6466,2268,29057,127825,30324,6947,53307
"White, non-Hispanic",1839441,3253,31595,29333,4275,2111,11477,4677,810047,49908,14638,79888,222142,4841,55564,22084
