Category,Coconino
Total_doses_administered,151756
Total_people_one_dose,83499
Total_people_complete,74851
Total_doses_ordered,97448
total_pouluation,147275
Male-65 years and older,7803
Male-55-64 years,6075
Male-45-54 years,5472
Male-20-44 years,16580
Male-Less than 20 years,3207
Female-65 years and older,8896
Female-55-64 years,6806
Female-45-54 years,5614
Female-20-44 years,19030
Female-Less than 20 years,3933
"Black or African American, non-Hispanic",610
"Asian or Pacific Islander, non-Hispanic",1255
Hispanic or Latino,5916
Other Race,9676
Unknown,16998
"American Indian or Alaska Native, non-Hispanic",17449
"White, non-Hispanic",31595
