Category,Apache
Total_doses_administered,33129
Total_people_one_dose,18625
Total_people_complete,12211
Total_doses_ordered,16600
total_pouluation,71808
Male-65 years and older,1953
Male-55-64 years,1293
Male-45-54 years,1017
Male-20-44 years,2480
Male-Less than 20 years,2499
Female-65 years and older,2061
Female-55-64 years,1425
Female-45-54 years,1015
Female-20-44 years,2283
Female-Less than 20 years,2589
"Asian or Pacific Islander, non-Hispanic",166
"Black or African American, non-Hispanic",286
Unknown,1004
Other Race,1254
Hispanic or Latino,1849
"White, non-Hispanic",3253
"American Indian or Alaska Native, non-Hispanic",10813
