Category,Arizona
Total_doses_administered,8547796
Total_people_complete,393514
total_pouluation,7189020
Total_people_one_dose,4321863
Male-65 years and older,542158
Male-55-64 years,315354
Male-45-54 years,284775
Male-20-44 years,701676
Male-Less than 20 years,193032
Female-65 years and older,663034
Female-55-64 years,359717
Female-45-54 years,307829
Female-20-44 years,732969
Female-Less than 20 years,201670
"Black or African American, non-Hispanic",123448
"Asian or Pacific Islander, non-Hispanic",156345
"American Indian or Alaska Native, non-Hispanic",165086
Unknown,469926
Other Race,685360
Hispanic or Latino,771198
"White, non-Hispanic",1950500
