Category,Yuma
Total_doses_administered,269497
Total_people_one_dose,140478
Total_people_complete,122740
total_pouluation,140478
Male-65 years and older,15139
Male-55-64 years,9887
Male-45-54 years,8795
Male-20-44 years,26402
Male-Less than 20 years,8297
Female-65 years and older,17610
Female-55-64 years,10497
Female-45-54 years,9651
Female-20-44 years,24853
Female-Less than 20 years,8832
"Black or African American, non-Hispanic",710
"American Indian or Alaska Native, non-Hispanic",1062
"Asian or Pacific Islander, non-Hispanic",1072
Other Race,15881
"White, non-Hispanic",29168
Unknown,30060
Hispanic or Latino,62525
