Category,Mohave
Total_doses_administered,164085
Total_people_one_dose,85407
Total_people_complete,73790
total_pouluation,85407
Male-65 years and older,19802
Male-55-64 years,7888
Male-45-54 years,4075
Male-20-44 years,7082
Male-Less than 20 years,1466
Female-65 years and older,22219
Female-55-64 years,9244
Female-45-54 years,4630
Female-20-44 years,7158
Female-Less than 20 years,1669
"Black or African American, non-Hispanic",540
"American Indian or Alaska Native, non-Hispanic",653
"Asian or Pacific Islander, non-Hispanic",1214
Hispanic or Latino,6594
Unknown,13175
Other Race,15022
"White, non-Hispanic",48209
