Category,value
Hospitalizations,81707
Day,
Day_pct,
Apache,1112
Cochise,942
Coconino,1691
Gila,873
Graham,414
Greenlee,61
La Paz,319
Maricopa,51448
Mohave,2732
Navajo,2118
Pima,8909
Pinal,5393
Santa Cruz,629
Yavapai,2531
Yuma,2535
0_5,
Less than 20 years,3066
20-44 years,17391
45-54 years,11566
55-64 years,15017
65 years and older,34625
Male,42891
Female,38774
Missing,
"White, non-Hispanic",39324
Hispanic or Latino,25560
"American Indian or Alaska Native, non-Hispanic",5809
"Black or African American, non-Hispanic",4028
"Asian or Pacific Islander, non-Hispanic",1358
Other Race,3539
