Category,Santa Cruz
Total_doses_administered,92505
Total_people_one_dose,48255
Total_people_complete,42928
total_pouluation,48255
Male-65 years and older,4457
Male-55-64 years,3077
Male-45-54 years,3216
Male-20-44 years,8609
Male-Less than 20 years,3854
Female-65 years and older,5353
Female-55-64 years,3326
Female-45-54 years,3437
Female-20-44 years,8645
Female-Less than 20 years,4215
"American Indian or Alaska Native, non-Hispanic",48
"Black or African American, non-Hispanic",51
"Asian or Pacific Islander, non-Hispanic",176
Unknown,3015
Other Race,3166
"White, non-Hispanic",6836
Hispanic or Latino,34963
