Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,6729433,22817,144300,113667,19860,8282,49779,17139,2788619,146569,61989,292219,888960,65052,181675,196324
Total_people_complete,3308483,11094,71696,56681,10015,4177,24828,8485,1392985,70356,30305,148898,448102,32945,87982,95677
Total_doses_ordered,5222530,16600,95930,87630,18520,9800,36470,18600,1535817,124750,40790,196665,604413,48042,165060,139268
total_pouluation,7189020,71808,147275,130808,38476,10375,55159,22085,4367835,216985,112825,455210,1044675,53161,232386,229957
Total_people_one_dose,3688346,12768,78547,63613,10855,4690,27523,9356,1574848,83581,34597,165294,497009,35783,103428,110433
Male-65 years and older,504484,1691,7480,10414,1602,540,5736,3083,174046,20787,6125,29200,71285,3528,23359,15548
Male-55-64 years,284939,888,5829,5013,939,586,2527,676,119033,7911,2793,13013,35124,2534,8106,8409
Male-45-54 years,241197,576,5158,3540,793,482,1518,301,114135,3922,1912,11644,29670,2880,4562,7258
Male-20-44 years,556825,1058,15489,8903,1853,986,2916,473,256281,6372,3881,25495,70940,6942,8735,20415
Male-Less than 20 years,129109,2041,2587,2061,208,45,525,113,60452,907,2453,4176,15914,1995,1633,3453
Female-65 years and older,622912,1733,8572,12348,2013,516,6090,2980,226314,23196,6592,33536,94113,4271,29154,17625
Female-55-64 years,330773,1006,6577,6019,1064,404,2852,832,138745,9278,3085,14014,43947,2577,10464,8933
Female-45-54 years,267016,624,5381,4125,710,363,1632,338,128318,4134,1950,10468,35485,2731,5354,7515
Female-20-44 years,592518,989,18029,8934,1398,723,3032,431,281568,5878,3215,18785,82295,6256,8921,17189
Female-Less than 20 years,139298,2153,3370,2167,264,43,635,115,64226,1050,2559,4373,17316,2002,1830,3770
"Black or African American, non-Hispanic",97259,226,550,1172,65,44,91,25,58770,558,194,4419,9333,28,496,597
"American Indian or Alaska Native, non-Hispanic",99434,6111,16141,306,864,83,5211,168,33976,825,9501,7851,10117,15,1022,1432
"Asian or Pacific Islander, non-Hispanic",142697,147,1162,1243,56,48,250,68,76455,1205,353,3040,12685,91,1341,664
Unknown,400277,933,16521,8322,3585,373,5208,2563,154255,14366,1819,33866,82316,2244,26502,32373
Hispanic or Latino,581814,1478,5233,14839,1768,2075,1208,946,267040,5474,1951,25009,111214,26807,6037,45305
Other Race,634627,942,9160,9874,859,126,4668,1060,245352,15256,7524,17765,63090,1962,15990,9930
"White, non-Hispanic",1732238,2931,29780,27857,3658,1941,10887,4526,739000,45897,13255,73344,208254,4636,52040,20132
