Category,Gila
Total_doses_administered,49779
Total_people_one_dose,27523
Total_people_complete,24828
Total_doses_ordered,36470
total_pouluation,55159
Male-65 years and older,5736
Male-55-64 years,2527
Male-45-54 years,1518
Male-20-44 years,2916
Male-Less than 20 years,525
Female-65 years and older,6090
Female-55-64 years,2852
Female-45-54 years,1632
Female-20-44 years,3032
Female-Less than 20 years,635
"Black or African American, non-Hispanic",91
"Asian or Pacific Islander, non-Hispanic",250
Hispanic or Latino,1208
Other Race,4668
Unknown,5208
"American Indian or Alaska Native, non-Hispanic",5211
"White, non-Hispanic",10887
