Category,Maricopa
Total_doses_administered,2788619
Total_people_one_dose,1574848
Total_people_complete,1392985
Total_doses_ordered,1535817
total_pouluation,4367835
Male-65 years and older,174046
Male-55-64 years,119033
Male-45-54 years,114135
Male-20-44 years,256281
Male-Less than 20 years,60452
Female-65 years and older,226314
Female-55-64 years,138745
Female-45-54 years,128318
Female-20-44 years,281568
Female-Less than 20 years,64226
"American Indian or Alaska Native, non-Hispanic",33976
"Black or African American, non-Hispanic",58770
"Asian or Pacific Islander, non-Hispanic",76455
Unknown,154255
Other Race,245352
Hispanic or Latino,267040
"White, non-Hispanic",739000
