Category,Arizona
Total_doses_administered,6729433
Total_people_complete,3308483
Total_doses_ordered,5222530
total_pouluation,7189020
Total_people_one_dose,3688346
Male-65 years and older,504484
Male-55-64 years,284939
Male-45-54 years,241197
Male-20-44 years,556825
Male-Less than 20 years,129109
Female-65 years and older,622912
Female-55-64 years,330773
Female-45-54 years,267016
Female-20-44 years,592518
Female-Less than 20 years,139298
"Black or African American, non-Hispanic",97259
"American Indian or Alaska Native, non-Hispanic",99434
"Asian or Pacific Islander, non-Hispanic",142697
Unknown,400277
Hispanic or Latino,581814
Other Race,634627
"White, non-Hispanic",1732238
