Category,Cochise
Total_doses_administered,109945
Total_people_one_dose,61225
Total_people_complete,54142
Total_doses_ordered,86930
total_pouluation,130808
Male-65 years and older,10312
Male-55-64 years,4939
Male-45-54 years,3422
Male-20-44 years,8191
Male-Less than 20 years,1829
Female-65 years and older,12235
Female-55-64 years,5940
Female-45-54 years,4030
Female-20-44 years,8344
Female-Less than 20 years,1895
"American Indian or Alaska Native, non-Hispanic",0.0049162923642303
"Black or African American, non-Hispanic",0.0185055124540629
"Asian or Pacific Islander, non-Hispanic",0.0199265006124949
Unknown,0.1339812168231932
Other Race,0.1582523478971009
Hispanic or Latino,0.2177378521845651
"White, non-Hispanic",0.4466802776643528
