Category,Pima
Total_doses_administered,880410
Total_people_one_dose,483622
Total_people_complete,431595
Total_doses_ordered,600905
total_pouluation,1044675
Male-65 years and older,70660
Male-55-64 years,34520
Male-45-54 years,28922
Male-20-44 years,68322
Male-Less than 20 years,14017
Female-65 years and older,93302
Female-55-64 years,43345
Female-45-54 years,34761
Female-20-44 years,79575
Female-Less than 20 years,15286
"Black or African American, non-Hispanic",0.0183965989967371
"American Indian or Alaska Native, non-Hispanic",0.0201707118369305
"Asian or Pacific Islander, non-Hispanic",0.0255633531973318
Other Race,0.1275520964720381
Unknown,0.1682781180343326
Hispanic or Latino,0.2179780903267428
"White, non-Hispanic",0.4220610311358871
