Category,Cochise
Total_doses_administered,167114
Total_people_one_dose,82393
Total_people_complete,67399
total_pouluation,82393
Male-65 years and older,11373
Male-55-64 years,5618
Male-45-54 years,4386
Male-20-44 years,11766
Male-Less than 20 years,5680
Female-65 years and older,13312
Female-55-64 years,6654
Female-45-54 years,4937
Female-20-44 years,12492
Female-Less than 20 years,6074
"American Indian or Alaska Native, non-Hispanic",363
"Asian or Pacific Islander, non-Hispanic",1495
"Black or African American, non-Hispanic",1598
Unknown,9838
Other Race,12023
Hispanic or Latino,23653
"White, non-Hispanic",33423
