Category,Gila
Total_doses_administered,56747
Total_people_one_dose,26311
Total_people_complete,23011
total_pouluation,26311
Male-65 years and older,5860
Male-55-64 years,2233
Male-45-54 years,1266
Male-20-44 years,2432
Male-Less than 20 years,758
Female-65 years and older,6255
Female-55-64 years,2628
Female-45-54 years,1401
Female-20-44 years,2597
Female-Less than 20 years,823
"Black or African American, non-Hispanic",91
"Asian or Pacific Islander, non-Hispanic",206
Hispanic or Latino,1460
"American Indian or Alaska Native, non-Hispanic",2726
Other Race,4193
Unknown,4591
"White, non-Hispanic",13044
