Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,9826846,62157,207966,167114,44759,9589,56747,18266,5683343,188048,101360,525363,1598702,110665,250428,318212
Total_people_complete,3955021,22825,82102,67399,18646,3812,23011,7553,2313373,76744,40735,220987,630654,44522,99507,127770
total_pouluation,7189020,29755,95601,82393,21371,4414,26311,9056,2672824,91113,49639,254834,738521,57050,118453,159666
Total_people_one_dose,4699697,29755,95601,82393,21371,4414,26311,9056,2672824,91113,49639,254834,738521,57050,118453,159666
Male-65 years and older,572371,2815,9481,11373,2414,516,5860,2453,287784,21186,7390,37360,92587,4765,26145,17036
Male-55-64 years,332778,2050,6402,5618,1592,374,2233,623,190021,8317,3595,18574,48671,3301,9280,10647
Male-45-54 years,300283,1647,5860,4386,1452,329,1266,327,184457,4331,2739,16964,41996,3465,5112,9301
Male-20-44 years,747122,3936,17331,11766,3611,795,2432,687,442318,7610,5871,38746,112743,9160,10336,28374
Male-Less than 20 years,271238,4102,6293,5680,1214,230,758,380,152274,1855,4460,12982,45616,6585,2994,12633
Female-65 years and older,695718,3386,10675,13312,2926,519,6255,2465,359433,23270,8317,42921,119112,5767,31804,19614
Female-55-64 years,378218,2200,7172,6654,1735,318,2628,745,213593,9656,4128,20898,58200,3629,11690,11374
Female-45-54 years,323171,1612,5903,4937,1425,328,1401,378,199780,4872,2736,17251,47540,3766,6075,10226
Female-20-44 years,780942,3824,19707,12492,3658,765,2597,603,473429,7788,5772,35629,123943,9596,10593,26745
Female-Less than 20 years,277945,4175,6507,6074,1332,238,823,376,155305,2048,4594,12765,46643,6931,3275,13103
"Black or African American, non-Hispanic",142252,59,792,1598,93,53,91,40,103801,621,204,9331,16824,59,576,838
"Asian or Pacific Islander, non-Hispanic",179679,136,1670,1495,85,43,206,90,135661,1390,365,5201,22331,188,1461,1226
"American Indian or Alaska Native, non-Hispanic",202546,23011,22886,363,5373,123,2726,544,52393,749,21694,9968,15558,57,1443,1187
Unknown,428979,1140,12572,9838,4140,315,4591,1867,180231,11624,2369,30178,66333,3911,18750,29637
Other Race,671498,1156,8726,12023,1302,91,4193,1189,430330,14499,6346,31313,91994,3546,17393,19317
Hispanic or Latino,878256,579,7286,23653,3861,1994,1460,1349,451831,7309,2531,41301,180914,41644,8255,72166
"White, non-Hispanic",2196487,3674,41669,33423,6517,1795,13044,3977,1318577,54921,16130,127542,344567,7645,70575,35295
