Category,Arizona
Total_doses_administered,9826846
Total_people_complete,3955021
total_pouluation,7189020
Total_people_one_dose,4699697
Male-65 years and older,572371
Male-55-64 years,332778
Male-45-54 years,300283
Male-20-44 years,747122
Male-Less than 20 years,271238
Female-65 years and older,695718
Female-55-64 years,378218
Female-45-54 years,323171
Female-20-44 years,780942
Female-Less than 20 years,277945
"Black or African American, non-Hispanic",142252
"Asian or Pacific Islander, non-Hispanic",179679
"American Indian or Alaska Native, non-Hispanic",202546
Unknown,428979
Other Race,671498
Hispanic or Latino,878256
"White, non-Hispanic",2196487
