Category,Greenlee
Total_doses_administered,9589
Total_people_one_dose,4414
Total_people_complete,3812
total_pouluation,4414
Male-65 years and older,516
Male-55-64 years,374
Male-45-54 years,329
Male-20-44 years,795
Male-Less than 20 years,230
Female-65 years and older,519
Female-55-64 years,318
Female-45-54 years,328
Female-20-44 years,765
Female-Less than 20 years,238
"Asian or Pacific Islander, non-Hispanic",43
"Black or African American, non-Hispanic",53
Other Race,91
"American Indian or Alaska Native, non-Hispanic",123
Unknown,315
"White, non-Hispanic",1795
Hispanic or Latino,1994
