Category,value
Hospitalizations,102620
Day,
Day_pct,
Apache,1305
Cochise,1249
Coconino,2098
Gila,1102
Graham,506
Greenlee,91
La Paz,393
Maricopa,64459
Mohave,3541
Navajo,2575
Pima,11396
Pinal,6704
Santa Cruz,710
Yavapai,3510
Yuma,2981
0_5,
Less than 20 years,4357
20-44 years,22159
45-54 years,14206
55-64 years,18688
65 years and older,43149
Male,53572
Female,48987
Missing,
"White, non-Hispanic",51473
Hispanic or Latino,30697
"American Indian or Alaska Native, non-Hispanic",6866
"Black or African American, non-Hispanic",5294
"Asian or Pacific Islander, non-Hispanic",1649
Other Race,4435
