Category,Arizona
Total_doses_administered,10643013
Total_people_complete,4182074
total_pouluation,7189020
Total_people_one_dose,4922140
Male-65 years and older,590564
Male-55-64 years,342730
Male-45-54 years,310533
Male-20-44 years,780960
Male-Less than 20 years,307949
Female-65 years and older,716837
Female-55-64 years,389459
Female-45-54 years,334186
Female-20-44 years,816108
Female-Less than 20 years,312983
"Black or African American, non-Hispanic",151414
"Asian or Pacific Islander, non-Hispanic",189464
"American Indian or Alaska Native, non-Hispanic",217418
Unknown,442247
Other Race,691088
Hispanic or Latino,952989
"White, non-Hispanic",2277520
