Category,Yavapai
Total_doses_administered,281190
Total_people_one_dose,128745
Total_people_complete,108905
total_pouluation,128745
Male-65 years and older,28526
Male-55-64 years,10085
Male-45-54 years,5513
Male-20-44 years,11257
Male-Less than 20 years,3309
Female-65 years and older,34420
Female-55-64 years,12720
Female-45-54 years,6564
Female-20-44 years,11454
Female-Less than 20 years,3652
"Black or African American, non-Hispanic",643
"American Indian or Alaska Native, non-Hispanic",1542
"Asian or Pacific Islander, non-Hispanic",1654
Hispanic or Latino,9189
Other Race,19059
Unknown,19192
"White, non-Hispanic",77466
