Category,La Paz
Total_doses_administered,18983
Total_people_one_dose,9280
Total_people_complete,7725
total_pouluation,9280
Male-65 years and older,2524
Male-55-64 years,650
Male-45-54 years,331
Male-20-44 years,704
Male-Less than 20 years,410
Female-65 years and older,2487
Female-55-64 years,761
Female-45-54 years,385
Female-20-44 years,621
Female-Less than 20 years,389
"Black or African American, non-Hispanic",41
"Asian or Pacific Islander, non-Hispanic",92
"American Indian or Alaska Native, non-Hispanic",560
Other Race,1206
Hispanic or Latino,1392
Unknown,1932
"White, non-Hispanic",4057
