Category,Maricopa
Total_doses_administered,6214601
Total_people_one_dose,2817996
Total_people_complete,2467303
total_pouluation,2817996
Male-65 years and older,298753
Male-55-64 years,197321
Male-45-54 years,192738
Male-20-44 years,464800
Male-Less than 20 years,174335
Female-65 years and older,373081
Female-55-64 years,221224
Female-45-54 years,208304
Female-20-44 years,496915
Female-Less than 20 years,176125
"American Indian or Alaska Native, non-Hispanic",55243
"Black or African American, non-Hispanic",111253
"Asian or Pacific Islander, non-Hispanic",143693
Unknown,190188
Other Race,445208
Hispanic or Latino,491095
"White, non-Hispanic",1381316
