Category,Yuma
Total_doses_administered,348691
Total_people_one_dose,168833
Total_people_complete,130962
total_pouluation,168833
Male-65 years and older,17916
Male-55-64 years,11099
Male-45-54 years,9600
Male-20-44 years,29761
Male-Less than 20 years,14253
Female-65 years and older,20515
Female-55-64 years,11916
Female-45-54 years,10545
Female-20-44 years,27941
Female-Less than 20 years,14628
"Black or African American, non-Hispanic",888
"American Indian or Alaska Native, non-Hispanic",1227
"Asian or Pacific Islander, non-Hispanic",1282
Other Race,20219
Unknown,30735
"White, non-Hispanic",37263
Hispanic or Latino,77219
