Category,Mohave
Total_doses_administered,201137
Total_people_one_dose,94186
Total_people_complete,78668
total_pouluation,94186
Male-65 years and older,21803
Male-55-64 years,8540
Male-45-54 years,4458
Male-20-44 years,7958
Male-Less than 20 years,2032
Female-65 years and older,23845
Female-55-64 years,9869
Female-45-54 years,5025
Female-20-44 years,8211
Female-Less than 20 years,2264
"Black or African American, non-Hispanic",663
"American Indian or Alaska Native, non-Hispanic",793
"Asian or Pacific Islander, non-Hispanic",1457
Hispanic or Latino,7785
Unknown,11732
Other Race,14830
"White, non-Hispanic",56926
