Category,Navajo
Total_doses_administered,111712
Total_people_one_dose,52398
Total_people_complete,42082
total_pouluation,52398
Male-65 years and older,7642
Male-55-64 years,3715
Male-45-54 years,2857
Male-20-44 years,6225
Male-Less than 20 years,4999
Female-65 years and older,8605
Female-55-64 years,4243
Female-45-54 years,2873
Female-20-44 years,6115
Female-Less than 20 years,5084
"Black or African American, non-Hispanic",219
"Asian or Pacific Islander, non-Hispanic",389
Unknown,2528
Hispanic or Latino,2753
Other Race,6502
"White, non-Hispanic",16629
"American Indian or Alaska Native, non-Hispanic",23378
