Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,10691778,68586,223849,183869,49140,10174,60727,19350,6159050,201137,111712,570027,1740048,127084,266502,348691
Total_people_complete,4054393,23511,83682,69631,19191,3889,23521,7651,2367167,78668,42082,226564,644799,46373,101917,130962
total_pouluation,7189020,31586,98827,86908,22291,4502,27233,9342,2779826,94186,52398,265399,771747,63414,122009,168833
Total_people_one_dose,4914509,31586,98827,86908,22291,4502,27233,9342,2779826,94186,52398,265399,771747,63414,122009,168833
Male-65 years and older,591407,2923,9695,11698,2457,520,6002,2521,295551,21803,7642,38429,95065,4951,26836,17916
Male-55-64 years,342923,2116,6533,5789,1626,384,2276,653,194848,8540,3715,19057,50024,3525,9470,11099
Male-45-54 years,310269,1715,5979,4623,1490,334,1291,338,189654,4458,2857,17475,43547,3722,5233,9600
Male-20-44 years,779475,4172,17888,12397,3749,809,2547,711,459136,7958,6225,40267,117566,9832,10784,29761
Male-Less than 20 years,304162,4488,6834,6554,1430,244,901,406,169928,2032,4999,14564,51163,8360,3228,14253
Female-65 years and older,718146,3512,10902,13673,2968,523,6380,2508,369339,23845,8605,44098,122204,6006,32575,20515
Female-55-64 years,389792,2293,7301,6883,1758,319,2669,770,218890,9869,4243,21533,59779,3961,11961,11916
Female-45-54 years,334028,1710,6027,5173,1455,334,1442,387,205294,5025,2873,17824,49248,4114,6216,10545
Female-20-44 years,815128,4053,20318,13136,3799,782,2724,635,491012,8211,6115,37113,129548,10390,11029,27941
Female-Less than 20 years,309295,4594,7073,6880,1547,251,944,394,171891,2264,5084,14299,52101,8456,3535,14628
"Black or African American, non-Hispanic",150891,62,843,1679,99,55,97,44,109738,663,219,9872,17829,62,615,888
"Asian or Pacific Islander, non-Hispanic",189143,143,1810,1557,90,49,217,94,142171,1457,389,5513,23350,193,1529,1282
"American Indian or Alaska Native, non-Hispanic",215114,24621,23800,382,5779,128,2946,560,54719,793,23378,10620,16281,58,1505,1227
Unknown,443307,1193,12281,10556,4160,303,4566,1922,188034,11732,2528,30823,66591,5425,18436,30735
Other Race,691835,1191,8980,12369,1334,98,4385,1224,440921,14830,6502,32290,95084,3683,17902,20219
Hispanic or Latino,946887,617,7843,26016,4051,2038,1551,1404,484565,7785,2753,43970,195736,45981,8767,77219
"White, non-Hispanic",2277332,3759,43270,34349,6778,1831,13471,4094,1359678,56926,16629,132311,356876,8012,73255,37263
