Category,Graham
Total_doses_administered,49140
Total_people_one_dose,22291
Total_people_complete,19191
total_pouluation,22291
Male-65 years and older,2457
Male-55-64 years,1626
Male-45-54 years,1490
Male-20-44 years,3749
Male-Less than 20 years,1430
Female-65 years and older,2968
Female-55-64 years,1758
Female-45-54 years,1455
Female-20-44 years,3799
Female-Less than 20 years,1547
"Asian or Pacific Islander, non-Hispanic",90
"Black or African American, non-Hispanic",99
Other Race,1334
Hispanic or Latino,4051
Unknown,4160
"American Indian or Alaska Native, non-Hispanic",5779
"White, non-Hispanic",6778
