Category,Coconino
Total_doses_administered,215626
Total_people_one_dose,94415
Total_people_complete,83782
total_pouluation,94415
Male-65 years and older,8488
Male-55-64 years,6063
Male-45-54 years,5810
Male-20-44 years,17653
Male-Less than 20 years,6941
Female-65 years and older,9498
Female-55-64 years,6746
Female-45-54 years,5780
Female-20-44 years,20138
Female-Less than 20 years,7118
"Black or African American, non-Hispanic",832
"Asian or Pacific Islander, non-Hispanic",1741
Hispanic or Latino,7717
Other Race,8096
Unknown,11293
"American Indian or Alaska Native, non-Hispanic",24231
"White, non-Hispanic",40505
