Category,Apache
Total_doses_administered,79080
Total_people_one_dose,35088
Total_people_complete,30219
total_pouluation,35088
Male-65 years and older,3139
Male-55-64 years,2345
Male-45-54 years,1916
Male-20-44 years,4850
Male-Less than 20 years,4818
Female-65 years and older,3808
Female-55-64 years,2550
Female-45-54 years,1967
Female-20-44 years,4758
Female-Less than 20 years,4926
"Black or African American, non-Hispanic",71
"Asian or Pacific Islander, non-Hispanic",166
Hispanic or Latino,667
Unknown,1233
Other Race,1249
"White, non-Hispanic",3937
"American Indian or Alaska Native, non-Hispanic",27765
