Category,Maricopa
Total_doses_administered,6356834
Total_people_one_dose,2844759
Total_people_complete,2510353
total_pouluation,2844759
Male-65 years and older,300160
Male-55-64 years,198113
Male-45-54 years,193974
Male-20-44 years,469803
Male-Less than 20 years,179702
Female-65 years and older,374383
Female-55-64 years,221985
Female-45-54 years,209523
Female-20-44 years,501930
Female-Less than 20 years,180959
"American Indian or Alaska Native, non-Hispanic",56031
"Black or African American, non-Hispanic",113017
"Asian or Pacific Islander, non-Hispanic",145249
Unknown,192868
Other Race,446060
Hispanic or Latino,502371
"White, non-Hispanic",1389163
