Category,Yuma
Total_doses_administered,359517
Total_people_one_dose,174795
Total_people_complete,141085
total_pouluation,174795
Male-65 years and older,18181
Male-55-64 years,11346
Male-45-54 years,9877
Male-20-44 years,31008
Male-Less than 20 years,15274
Female-65 years and older,20768
Female-55-64 years,12142
Female-45-54 years,10843
Female-20-44 years,28933
Female-Less than 20 years,15712
"Black or African American, non-Hispanic",919
"American Indian or Alaska Native, non-Hispanic",1270
"Asian or Pacific Islander, non-Hispanic",1291
Other Race,21366
Unknown,30991
"White, non-Hispanic",37996
Hispanic or Latino,80962
