Category,Navajo
Total_doses_administered,102553
Total_people_one_dose,50043
Total_people_complete,40956
total_pouluation,50043
Male-65 years and older,7432
Male-55-64 years,3616
Male-45-54 years,2759
Male-20-44 years,5939
Male-Less than 20 years,4522
Female-65 years and older,8354
Female-55-64 years,4145
Female-45-54 years,2758
Female-20-44 years,5836
Female-Less than 20 years,4645
"Black or African American, non-Hispanic",206
"Asian or Pacific Islander, non-Hispanic",372
Unknown,2407
Hispanic or Latino,2555
Other Race,6373
"White, non-Hispanic",16227
"American Indian or Alaska Native, non-Hispanic",21903
