Category,Maricopa
Total_doses_administered,5746345
Total_people_one_dose,2688608
Total_people_complete,2322429
total_pouluation,2688608
Male-65 years and older,288914
Male-55-64 years,190897
Male-45-54 years,185274
Male-20-44 years,444960
Male-Less than 20 years,154535
Female-65 years and older,360851
Female-55-64 years,214496
Female-45-54 years,200653
Female-20-44 years,476153
Female-Less than 20 years,157449
"American Indian or Alaska Native, non-Hispanic",52734
"Black or African American, non-Hispanic",104802
"Asian or Pacific Islander, non-Hispanic",136617
Unknown,181096
Other Race,432060
Hispanic or Latino,456302
"White, non-Hispanic",1324997
