Category,Arizona
Total_doses_administered,9944100
Total_people_complete,3971982
total_pouluation,7189020
Total_people_one_dose,4732844
Male-65 years and older,575583
Male-55-64 years,334597
Male-45-54 years,301968
Male-20-44 years,752265
Male-Less than 20 years,275569
Female-65 years and older,699370
Female-55-64 years,380176
Female-45-54 years,324904
Female-20-44 years,786276
Female-Less than 20 years,282219
"Black or African American, non-Hispanic",143733
"Asian or Pacific Islander, non-Hispanic",181161
"American Indian or Alaska Native, non-Hispanic",204437
Unknown,430353
Other Race,674923
Hispanic or Latino,887994
"White, non-Hispanic",2210243
