Category,Apache
Total_doses_administered,63089
Total_people_one_dose,30107
Total_people_complete,22983
total_pouluation,30107
Male-65 years and older,2829
Male-55-64 years,2066
Male-45-54 years,1661
Male-20-44 years,3981
Male-Less than 20 years,4177
Female-65 years and older,3402
Female-55-64 years,2215
Female-45-54 years,1630
Female-20-44 years,3883
Female-Less than 20 years,4254
"Black or African American, non-Hispanic",59
"Asian or Pacific Islander, non-Hispanic",136
Hispanic or Latino,583
Other Race,1164
Unknown,1174
"White, non-Hispanic",3680
"American Indian or Alaska Native, non-Hispanic",23311
