Category,Yavapai
Total_doses_administered,253012
Total_people_one_dose,119091
Total_people_complete,99978
total_pouluation,119091
Male-65 years and older,26265
Male-55-64 years,9318
Male-45-54 years,5139
Male-20-44 years,10422
Male-Less than 20 years,3028
Female-65 years and older,31960
Female-55-64 years,11714
Female-45-54 years,6098
Female-20-44 years,10681
Female-Less than 20 years,3318
"Black or African American, non-Hispanic",581
"American Indian or Alaska Native, non-Hispanic",1453
"Asian or Pacific Islander, non-Hispanic",1475
Hispanic or Latino,8343
Other Race,17492
Unknown,18641
"White, non-Hispanic",71106
