Category,Yavapai
Total_doses_administered,281998
Total_people_one_dose,128724
Total_people_complete,109192
total_pouluation,128724
Male-65 years and older,28495
Male-55-64 years,10079
Male-45-54 years,5511
Male-20-44 years,11301
Male-Less than 20 years,3319
Female-65 years and older,34385
Female-55-64 years,12695
Female-45-54 years,6563
Female-20-44 years,11475
Female-Less than 20 years,3668
"Black or African American, non-Hispanic",648
"American Indian or Alaska Native, non-Hispanic",1546
"Asian or Pacific Islander, non-Hispanic",1660
Hispanic or Latino,9243
Other Race,19022
Unknown,19054
"White, non-Hispanic",77551
