Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,10722126,76188,212735,190041,42217,10218,60746,19057,6251022,201808,117758,535853,1725837,128538,281998,351422
Total_people_complete,4206024,29052,82970,75107,17015,4050,23895,7738,2478652,79919,46196,217400,665455,49630,109192,138881
total_pouluation,7189020,34178,94035,90843,19166,4505,27272,9308,2825366,94744,54727,247911,771049,65505,128724,172312
Total_people_one_dose,4945911,34178,94035,90843,19166,4505,27272,9308,2825366,94744,54727,247911,771049,65505,128724,172312
Male-65 years and older,591473,3093,8445,12028,1995,517,5981,2521,298675,21897,7729,39128,92251,4804,28495,18054
Male-55-64 years,343509,2293,6060,6020,1363,388,2265,652,197426,8571,3894,17469,49994,3540,10079,11231
Male-45-54 years,311578,1860,5783,4812,1314,337,1299,333,193074,4508,2961,15296,43876,3794,5511,9782
Male-20-44 years,785174,4609,17580,12966,3255,811,2579,714,466532,8031,6631,36825,118695,9986,11301,30474
Male-Less than 20 years,313282,4733,6899,7180,1294,247,930,415,176617,2085,5359,12702,52598,9304,3319,14940
Female-65 years and older,717514,3752,9458,14043,2473,524,6352,2492,372678,23905,8752,44585,118680,5864,34385,20613
Female-55-64 years,390150,2517,6737,7105,1509,317,2663,762,221214,9931,4405,20033,59513,3989,12695,12059
Female-45-54 years,335320,1918,5757,5402,1246,336,1447,387,208589,5041,3014,15574,49539,4204,6563,10703
Female-20-44 years,820212,4546,20054,13730,3294,773,2742,628,498247,8286,6537,33074,130673,10679,11475,28434
Female-Less than 20 years,317822,4846,7084,7454,1412,253,958,386,178008,2308,5407,12610,53597,9231,3668,15336
"Black or African American, non-Hispanic",152178,66,827,1702,83,55,96,42,111746,673,223,9197,17968,59,648,903
"Asian or Pacific Islander, non-Hispanic",190220,158,1725,1591,66,51,225,92,144216,1467,412,4946,23184,188,1660,1277
"American Indian or Alaska Native, non-Hispanic",221609,26943,24069,388,5825,127,2973,567,55467,790,25633,10563,16411,56,1546,1255
Unknown,444907,1220,11363,10992,3823,301,4549,1935,191353,11706,2582,30155,66374,6153,19054,30813
Other Race,691191,1237,8061,12721,863,98,4384,1209,444528,14843,6496,29522,94256,3671,19022,20832
Hispanic or Latino,963739,650,7640,28242,2848,2038,1589,1404,495160,7887,2802,42071,199659,47722,9243,79609
"White, non-Hispanic",2282067,3904,40350,35207,5658,1835,13456,4059,1382896,57378,16579,121457,353197,7656,77551,37623
