Category,Yuma
Total_doses_administered,351422
Total_people_one_dose,172312
Total_people_complete,138881
total_pouluation,172312
Male-65 years and older,18054
Male-55-64 years,11231
Male-45-54 years,9782
Male-20-44 years,30474
Male-Less than 20 years,14940
Female-65 years and older,20613
Female-55-64 years,12059
Female-45-54 years,10703
Female-20-44 years,28434
Female-Less than 20 years,15336
"Black or African American, non-Hispanic",903
"American Indian or Alaska Native, non-Hispanic",1255
"Asian or Pacific Islander, non-Hispanic",1277
Other Race,20832
Unknown,30813
"White, non-Hispanic",37623
Hispanic or Latino,79609
