Category,Navajo
Total_doses_administered,117758
Total_people_one_dose,54727
Total_people_complete,46196
total_pouluation,54727
Male-65 years and older,7729
Male-55-64 years,3894
Male-45-54 years,2961
Male-20-44 years,6631
Male-Less than 20 years,5359
Female-65 years and older,8752
Female-55-64 years,4405
Female-45-54 years,3014
Female-20-44 years,6537
Female-Less than 20 years,5407
"Black or African American, non-Hispanic",223
"Asian or Pacific Islander, non-Hispanic",412
Unknown,2582
Hispanic or Latino,2802
Other Race,6496
"White, non-Hispanic",16579
"American Indian or Alaska Native, non-Hispanic",25633
