Category,Navajo
Total_doses_administered,104878
Total_people_one_dose,50794
Total_people_complete,41341
total_pouluation,50794
Male-65 years and older,7522
Male-55-64 years,3656
Male-45-54 years,2795
Male-20-44 years,6047
Male-Less than 20 years,4625
Female-65 years and older,8447
Female-55-64 years,4184
Female-45-54 years,2799
Female-20-44 years,5936
Female-Less than 20 years,4745
"Black or African American, non-Hispanic",212
"Asian or Pacific Islander, non-Hispanic",376
Unknown,2457
Hispanic or Latino,2631
Other Race,6409
"White, non-Hispanic",16397
"American Indian or Alaska Native, non-Hispanic",22312
