Category,Pinal
Total_doses_administered,542198
Total_people_one_dose,259788
Total_people_complete,223619
total_pouluation,259788
Male-65 years and older,37922
Male-55-64 years,18792
Male-45-54 years,17193
Male-20-44 years,39432
Male-Less than 20 years,13701
Female-65 years and older,43533
Female-55-64 years,21228
Female-45-54 years,17518
Female-20-44 years,36267
Female-Less than 20 years,13461
"Asian or Pacific Islander, non-Hispanic",5341
"Black or African American, non-Hispanic",9577
"American Indian or Alaska Native, non-Hispanic",10319
Unknown,30313
Other Race,31813
Hispanic or Latino,42421
"White, non-Hispanic",130004
