Category,Mohave
Total_doses_administered,168353
Total_people_one_dose,95513
Total_people_complete,80111
Total_doses_ordered,138430
total_pouluation,216985
Male-65 years and older,22507
Male-55-64 years,8875
Male-45-54 years,4705
Male-20-44 years,8087
Male-Less than 20 years,1566
Female-65 years and older,25019
Female-55-64 years,10341
Female-45-54 years,5014
Female-20-44 years,7550
Female-Less than 20 years,1682
"Black or African American, non-Hispanic",691
"American Indian or Alaska Native, non-Hispanic",999
"Asian or Pacific Islander, non-Hispanic",1380
Hispanic or Latino,7058
Unknown,16262
Other Race,16490
"White, non-Hispanic",52633
