Category,Santa Cruz
Total_doses_administered,74606
Total_people_one_dose,41329
Total_people_complete,37423
Total_doses_ordered,49512
total_pouluation,53161
Male-65 years and older,3708
Male-55-64 years,2687
Male-45-54 years,3177
Male-20-44 years,8158
Male-Less than 20 years,2871
Female-65 years and older,4483
Female-55-64 years,2726
Female-45-54 years,2992
Female-20-44 years,7554
Female-Less than 20 years,2903
"American Indian or Alaska Native, non-Hispanic",20
"Black or African American, non-Hispanic",38
"Asian or Pacific Islander, non-Hispanic",103
Other Race,2091
Unknown,2400
"White, non-Hispanic",4984
Hispanic or Latino,31693
