Category,Maricopa
Total_doses_administered,5195873
Total_people_one_dose,2564688
Total_people_complete,2268499
total_pouluation,2564688
Male-65 years and older,280213
Male-55-64 years,184764
Male-45-54 years,179048
Male-20-44 years,426449
Male-Less than 20 years,132986
Female-65 years and older,350575
Female-55-64 years,208215
Female-45-54 years,194515
Female-20-44 years,457026
Female-Less than 20 years,136463
"American Indian or Alaska Native, non-Hispanic",49542
"Black or African American, non-Hispanic",98334
"Asian or Pacific Islander, non-Hispanic",128635
Unknown,170200
Other Race,419147
Hispanic or Latino,423233
"White, non-Hispanic",1275597
