Category,Gila
Total_doses_administered,54939
Total_people_one_dose,29983
Total_people_complete,26535
Total_doses_ordered,37560
total_pouluation,55159
Male-65 years and older,5968
Male-55-64 years,2675
Male-45-54 years,1667
Male-20-44 years,3335
Male-Less than 20 years,809
Female-65 years and older,6324
Female-55-64 years,2987
Female-45-54 years,1755
Female-20-44 years,3452
Female-Less than 20 years,949
"Black or African American, non-Hispanic",100
"Asian or Pacific Islander, non-Hispanic",262
Hispanic or Latino,1380
Other Race,4974
Unknown,5500
"American Indian or Alaska Native, non-Hispanic",6118
"White, non-Hispanic",11649
