Category,Mohave
Total_doses_administered,161029
Total_people_one_dose,92080
Total_people_complete,76481
Total_doses_ordered,133190
total_pouluation,216985
Male-65 years and older,21948
Male-55-64 years,8651
Male-45-54 years,4492
Male-20-44 years,7572
Male-Less than 20 years,1392
Female-65 years and older,24479
Female-55-64 years,10053
Female-45-54 years,4790
Female-20-44 years,7048
Female-Less than 20 years,1495
"Black or African American, non-Hispanic",654
"American Indian or Alaska Native, non-Hispanic",963
"Asian or Pacific Islander, non-Hispanic",1334
Hispanic or Latino,6671
Unknown,15427
Other Race,16208
"White, non-Hispanic",50823
