Category,Arizona
Total_doses_administered,7464623
Total_people_complete,3594858
Total_doses_ordered,5346480
total_pouluation,7189020
Total_people_one_dose,4076013
Male-65 years and older,526788
Male-55-64 years,304484
Male-45-54 years,268003
Male-20-44 years,640686
Male-Less than 20 years,170647
Female-65 years and older,649146
Female-55-64 years,350041
Female-45-54 years,292694
Female-20-44 years,674989
Female-Less than 20 years,178950
"Black or African American, non-Hispanic",112471
"American Indian or Alaska Native, non-Hispanic",121422
"Asian or Pacific Islander, non-Hispanic",151826
Unknown,437822
Other Race,685139
Hispanic or Latino,698220
"White, non-Hispanic",1869113
