Category,Yavapai
Total_doses_administered,195425
Total_people_one_dose,111727
Total_people_complete,93725
Total_doses_ordered,172400
total_pouluation,232386
Male-65 years and older,24310
Male-55-64 years,8709
Male-45-54 years,5112
Male-20-44 years,10054
Male-Less than 20 years,2175
Female-65 years and older,30320
Female-55-64 years,11130
Female-45-54 years,5962
Female-20-44 years,10212
Female-Less than 20 years,2430
"Black or African American, non-Hispanic",618
"American Indian or Alaska Native, non-Hispanic",1149
"Asian or Pacific Islander, non-Hispanic",1465
Hispanic or Latino,7157
Other Race,17173
Unknown,27631
"White, non-Hispanic",56534
