Category,Navajo
Total_doses_administered,80603
Total_people_one_dose,43413
Total_people_complete,36005
total_pouluation,43413
Male-65 years and older,6833
Male-55-64 years,3341
Male-45-54 years,2446
Male-20-44 years,5246
Male-Less than 20 years,3154
Female-65 years and older,7726
Female-55-64 years,3804
Female-45-54 years,2442
Female-20-44 years,5060
Female-Less than 20 years,3328
"Black or African American, non-Hispanic",182
"Asian or Pacific Islander, non-Hispanic",355
Hispanic or Latino,2209
Unknown,2526
Other Race,7895
"White, non-Hispanic",13476
"American Indian or Alaska Native, non-Hispanic",16770
