Category,Arizona
Total_doses_administered,8056222
Total_people_complete,358099
total_pouluation,7189020
Total_people_one_dose,4214165
Male-65 years and older,526726
Male-55-64 years,309160
Male-45-54 years,278493
Male-20-44 years,681609
Male-Less than 20 years,187445
Female-65 years and older,647337
Female-55-64 years,353309
Female-45-54 years,301542
Female-20-44 years,713114
Female-Less than 20 years,195910
"Black or African American, non-Hispanic",119640
"Asian or Pacific Islander, non-Hispanic",153314
"American Indian or Alaska Native, non-Hispanic",158418
Unknown,460404
Other Race,681297
Hispanic or Latino,745332
"White, non-Hispanic",1895760
