Category,Yavapai
Total_doses_administered,198759
Total_people_one_dose,108768
Total_people_complete,92260
total_pouluation,108768
Male-65 years and older,23904
Male-55-64 years,8695
Male-45-54 years,4745
Male-20-44 years,9433
Male-Less than 20 years,2212
Female-65 years and older,29812
Female-55-64 years,11083
Female-45-54 years,5637
Female-20-44 years,9579
Female-Less than 20 years,2520
"Black or African American, non-Hispanic",483
"American Indian or Alaska Native, non-Hispanic",1221
"Asian or Pacific Islander, non-Hispanic",1231
Hispanic or Latino,7169
Other Race,17004
Unknown,24924
"White, non-Hispanic",56736
