Category,value
Hospitalizations,79295
Yuma,2520
Yavapai,2361
Santa Cruz,612
Pinal,5292
Pima,8562
Navajo,2049
Mohave,2643
Maricopa,50052
La Paz,302
Greenlee,58
Graham,402
Gila,846
Coconino,1632
Cochise,877
Apache,1087
Male,41616
Female,37636
65 years and older,33623
55-64 years,14517
45-54 years,11261
20-44 years,16895
Less than 20 years,2956
Unknown,2039
Other Race,3439
"Asian or Pacific Islander, non-Hispanic",1330
"Black or African American, non-Hispanic",3925
"American Indian or Alaska Native, non-Hispanic",5691
Hispanic or Latino,24974
"White, non-Hispanic",37897
